Resource_Name;County;Longitude;Latitude;
Farmington Quaker Crossroads Historic District;Ontario;-77.32024292;43.02822995;
Mills House;Oneida;-75.45741359;43.21828734;
Grooms Tavern Complex;Saratoga;-73.84454611;42.83474025;
United States Post Office-Malone;Franklin;-74.28918767;44.84862115;
Fly Creek Methodist Church;Otsego;-74.98283235;42.71932119;
Odell House - Rochambeau Headquarters;Westchester;-73.81739043;41.01951876;
United States Appraisers Stores;New York;-74.00627356;40.72833996;
Hamden District 1 School;Delaware;-75.02294118;42.16817429;
East Shore Road Historic District;Suffolk;-73.41630589;40.89125294;
First Universalist Church of Portageville;Wyoming;-78.0455945;42.56560391;
Shew, Godfrey, House;Fulton;-74.12356345;43.14504429;
Elliott, Dr. Samuel MacKenzie, House;Richmond;-74.10965998;40.64420074;
Public School #60 (PS 60);Erie;-78.90334523;42.95140041;
Hartsdale Railroad Station;Westchester;-73.79574931;41.01116048;
Canandaigua Historic District Boundary Amendment;Ontario;-77.28184882;42.89195403;
Washington School;Westchester;-73.85814602;41.16569339;
"F.N. Burt Factory ""C""";Erie;-78.89828195;42.92498611;
Yatesville Methodist Church;Yates;-77.13770213;42.67185901;
Bellport Village Historic District;Suffolk;-72.93831086;40.7568691;
Lane Cottage;Essex;-74.12239039;44.32997931;
Dorilton;New York;-73.98157561;40.77795493;
Firehouse, Engine Company 33;New York;-73.99250609;40.72700017;
Keeper's House, Williamsbridge Reservoir;Bronx;-73.87569842;40.87901115;
Smallpox Hospital;New York;-73.95958272;40.75160249;
Bogie Cottage;Essex;-74.12529745;44.32512597;
Ticonderoga Pulp and Paper Company Office;Essex;-73.42136936;43.84877902;
Arsenal House;Oneida;-75.46704285;43.21574388;
Seeley Cottage;Franklin;-74.13488309;44.32796499;
Cold Spring Cemetery Gatehouse;Putnam;-73.94440299;41.42218334;
Red House;New York;-73.98035954;40.78882852;
Front Street-Parade Hill-Lower Warren Street Historic District;Columbia;-73.79509289;42.25569949;
Page House;Sullivan;-75.04796736;41.6829564;
Old Stone House Library (Shipman-Swift House);Washington;-73.48781475;43.41222146;
Seneca Falls Village Historic District;Seneca;-76.79412726;42.91366297;
Normanskill Farm;Albany;-73.79978695;42.6371171;
Bragdon-Lipe House;Montgomery;-74.57381034;42.90431287;
District School No. 20;Jefferson;-76.10862899;43.92637627;
Shear, Israel, House;Albany;-73.89890369;42.47239352;
Bridgehampton Presbyterian Church;Suffolk;-72.3027612;40.93556648;
East 18th Street, Houses at 326, 328 and 330;New York;-73.98196264;40.73413355;
Hobart, James, House;Yates;-77.21318188;42.69596724;
Hanover Square Historic District;Onondaga;-76.15097801;43.05025193;
St. Peter???s Protestant Episcopal Church;Kings;-73.98466873;40.68792671;
Main Street Historic District (Boundary Increase);Livingston;-77.81316769;42.80197066;
Oakwood Cemetery;Rensselaer;-73.66840322;42.76319287;
Waterville Triangle Historic District;Oneida;-75.37789812;42.93063109;
Clark, Ezra, House;Dutchess;-73.5174711;41.92083341;
Rogues Harbor Inn;Tompkins;-76.50548714;42.53775121;
Copake Iron Works Historic District;Columbia;-73.516207;42.12043004;
Lisbon Town Hall;St. Lawrence;-75.32043441;44.7289853;
Witthoefft Residence;Westchester;-73.73648671;41.1284859;
Skinner-Tinkham House;Orleans;-78.19505223;43.18637155;
Jug Tavern;Westchester;-73.8640498;41.14484301;
Rockland County Courthouse and Dutch Gardens;Rockland;-73.99046351;41.14687069;
Clapham-Stern House;Nassau;-73.64630627;40.8209764;
Church of the Holy Innocents;Albany;-73.74827042;42.65878512;
Gannett Building;Monroe;-77.61267793;43.15405103;
Collinsville Cemetery;Lewis;-75.39388406;43.62644621;
Titus--Bunce House;Suffolk;-73.45106938;40.87446728;
United States Post Office-Dunkirk;Chautauqua;-79.33386951;42.48258738;
Fitches Covered Bridge;Delaware;-74.87930354;42.29823223;
Harbor Road Historic District;Suffolk;-73.46135247;40.85944526;
Jedediah Hawkins House;Suffolk;-72.57960892;40.94724598;
Eastman Historic District;Monroe;-77.60122085;43.15676968;
Hepburn Library of Colton;St. Lawrence;-74.93896697;44.5530332;
United States Post Office-Endicott;Broome;-76.04841015;42.10035258;
First Baptist Church of Weedsport;Cayuga;-76.56207356;43.04760761;
Hand-Hale Historic District;Essex;-73.58778768;44.21581958;
Morrisville Public Library;Madison;-75.64263246;42.89921085;
Saint Luke's Episcopal Church;Monroe;-77.93841194;43.21420316;
Settle, John, Farm;Tioga;-76.12828136;42.21128344;
Macomber Stone House;Schenectady;-74.21450004;42.72136999;
Kingston City Hall;Ulster;-73.99632235;41.92704391;
The Bowery Historic District;New York;-73.9938496;40.72089234;
Wing, Asa and Caroline, House;Oswego;-76.16340794;43.42113475;
Old Troy Hospital;Rensselaer;-73.68323303;42.73171498;
Henry-Remsen House;Albany;-73.74822541;42.71562551;
Butterfield Cobblestone House;Orleans;-78.01990645;43.18688336;
Kelsey-Davey Farm;Onondaga;-76.38972891;42.98385156;
COMMUNITY OF TRUE INSPIRATION (EBENZER) RESIDENCE;Erie;-78.75034409;42.83324354;
Mould, Moses, House;Orange;-74.26600435;41.52846277;
Greenwich District School No. 11;Washington;-73.44971755;43.10052586;
House at 328 North Peterboro Street;Madison;-75.74944184;43.08474903;
Wheatland Baptist Cemetery;Monroe;-77.84680131;43.02351561;
New Century Club;Oneida;-75.23444954;43.09942039;
103 Albany Avenue;Ulster;-74.01113001;41.93332774;
Accord Historic District;Ulster;-74.22903184;41.78605989;
EDWARD M. COTTER (Fireboat);Erie;-78.87282216;42.87219882;
Camillus Union Free School;Onondaga;-76.30580312;43.04044586;
Locust Lawn Estate;Ulster;-74.10162903;41.69558499;
Dunning Street Cemetery;Saratoga;-73.79554177;42.97163486;
Coeymans, Ariaantje, House;Albany;-73.79165573;42.47659556;
Ten Eyck, Tobias C., House and Cemeteries;Albany;-73.80574477;42.5137327;
Municipal Ferry Pier;New York;-74.01169211;40.70106966;
Goodyear, A. Conger, House;Nassau;-73.59026638;40.80119287;
U.S. Inspection Station-Rouses Point (Overton Corners);Clinton;-73.40081231;45.00957365;
Ezra A. Huntington House;Cayuga;-76.56514235;42.93573223;
House at 285 Sea Cliff Avenue;Nassau;-73.64703601;40.84914594;
Bayard Rustin Apartment;New York;-73.99778519;40.7488591;
Harbor House;Suffolk;-73.17877732;40.89687347;
Saint James' Episcopal Church;Genesee;-78.17548536;42.99724346;
Glen Wild Methodist Church;Sullivan;-74.58807126;41.66613526;
St. Patrick's Parochial School & Convent;Chemung;-76.81082566;42.09330666;
Syracuse Savings Bank;Onondaga;-76.15176752;43.05110754;
Barlow, Smith H., House;Oswego;-76.07461423;43.64309944;
West Charlton United Presbyterian Church;Saratoga;-74.03060001;42.97282464;
Thayer Farmstead;Oswego;-76.22616966;43.45301223;
Alcoa Care-Free Home;Monroe;-77.54708755;43.12742183;
St. Thomas Episcopal Church;Tompkins;-76.34537899;42.39431142;
Oak Hill Historic District;Greene;-74.15325855;42.4101673;
Fairview Manor (aka Longue Vue Manor);Jefferson;-76.12184738;44.22428347;
Rogers, Will, Memorial Hospital;Essex;-74.11409617;44.31086729;
Byrdcliff Historic District;Ulster;-74.13809223;42.0553352;
Taylor Signal Company;Erie;-78.87907845;42.94466817;
Tall Pines;Madison;-75.85681196;42.95165924;
Crounse, Jacob, Inn;Albany;-74.01881445;42.70546877;
Reformed Church on Staten Island;Richmond;-74.13271651;40.63969157;
Rombout House;Dutchess;-73.89398908;41.67983562;
Van Scoy Cemetery;Suffolk;-72.22503785;41.02205304;
Webb Horton House (Morrison Hall);Orange;-74.42628539;41.43895413;
Schickel, William, House;New York;-73.95978719;40.77846913;
Berkeley Park Subdivision Historic District;Onondaga;-76.12692324;43.03202421;
United States Post Office-Rockville Centre;Nassau;-73.64636077;40.65593905;
Booth, Evangeline, House;Westchester;-73.79616576;41.02240321;
George F. Johnson Recreation Park Carousel;Broome;-75.9337152;42.0992835;
Sullivan Street, Houses at 83 and 85;New York;-74.00345723;40.72478267;
Forest Home Historic District;Tompkins;-76.46975205;42.45213888;
St. Mary's School;Nassau;-73.64059697;40.7203605;
Sweeney Estate Historic District;Niagara;-78.86662761;43.02824893;
Maple Grove Cemetery;Queens;-73.82331699;40.70859995;
Valentine-Varian House;Bronx;-73.87944146;40.87736391;
McKinney Stables of Empire City Farms;Allegany;-78.27099761;42.20941192;
Thorne Memorial School;Dutchess;-73.68953981;41.78617378;
Bronck Farm 13-Sided Barn;Greene;-73.8447597;42.34625987;
Dahlgren, Lucy Drexel, Residence;New York;-73.95455311;40.78771019;
Morganville Pottery Factory Site;Genesee;-78.07470086;43.00535644;
Brooklyn Navy Yard Historic District;Kings;-73.97308587;40.70177543;
St. Anselm's Roman Catholic Church Complex;Bronx;-73.90564535;40.81619953;
State Street-Henry Street Historic District;Broome;-75.91197736;42.10143016;
H. H. Warner Building;Monroe;-77.60913884;43.15842174;
The First Church of Evans Complex, 7431 Erie Road;Erie;-79.01339147;42.68378411;
Congregation Tifereth Israel;Queens;-73.85291675;40.74210763;
United Presbyterian Church of Lisbon;St. Lawrence;-75.32122724;44.72771828;
Towar-Ennis Farmhouse and Barn Complex;Wayne;-76.98837282;43.0219119;
Egypt Lane Historic District;Suffolk;-72.17699022;40.95846767;
Sweet, Samuel, Canal Store;Montgomery;-74.19781014;42.93447277;
New York State Inebriate Asylum;Broome;-75.86560645;42.10659525;
Knollwood;St. Lawrence;-74.9569293;44.12504575;
Todd, Hiram Charles, House;Saratoga;-73.78960131;43.08198665;
G. W. Todd???Wilmot Castle Company Building;Monroe;-77.56908512;43.15054602;
Taylor Flats;Jefferson;-75.92073615;43.98098129;
Straight, Elisha, House;Washington;-73.39330971;43.36486246;
Callicoon Downtown Historic Historic District;Sullivan;-75.05721683;41.76645858;
Union Presbyterian Church;Monroe;-77.75164805;43.02184368;
South Salina Street Downtown Historic District (boundary increase);Onondaga;-76.15178325;43.04647832;
Eliza Quirk Boarding House;Erie;-78.86722361;42.88902399;
Shearwater, sloop;New York;-74.01728105;40.71248776;
Free Church Parsonage;Dutchess;-73.95246605;41.91742652;
New York County Lawyers Association Building;New York;-74.00921949;40.71192609;
Croghan Island Mill;Lewis;-75.39246237;43.89832382;
Liebler-Rohl Gasoline Station;Erie;-78.66599116;42.89952087;
Hyde Hall;Otsego;-74.87254131;42.79369942;
Brush, George W., House;Suffolk;-73.38011877;40.86872979;
Duvillard Mill;Jefferson;-76.33115856;44.13009193;
Reid Hall, Manhattanville College;Westchester;-73.71553748;41.03244649;
Barringer-Overbaugh-Lasher House;Columbia;-73.87309331;42.13040592;
Old Post Office--Oneonta;Otsego;-75.06018452;42.45502004;
C. Burton Hotel;Sullivan;-74.55201834;41.85299203;
Millay, Edna St. Vincent, House and Gardens (Steepletop));Columbia;-73.44611987;42.31998446;
St. Paul-North Water Streets Historic District;Monroe;-77.61079434;43.16023545;
International Paper Administration Building & Time Office;Saratoga;-73.81782988;43.24758291;
Church of St. Ignatius Loyola Complex;New York;-73.95890303;40.77917091;
Gardner, Silas, House;Orange;-74.0698438;41.52716372;
Mason, George G., House;Monroe;-77.42644207;43.21164598;
116th Street-Columbia University Subway Station (IRT);New York;-73.96393775;40.80797336;
Stanley Theater;Oneida;-75.2353652;43.09882438;
Walton And Willett Stone Store;Oswego;-76.51202453;43.45958666;
Fort Niagara Light;Niagara;-79.06056594;43.26175721;
DuBois, Josiah, Farm;Ulster;-74.1130326;41.72633589;
Clark-Dearstyne-Miller Inn;Rensselaer;-73.73497001;42.65677563;
Avon Inn;Livingston;-77.74328957;42.91073329;
North Main - Bank Streets Historic District;Orleans;-78.19334528;43.24808167;
Murray Street Historic District;Livingston;-77.87650196;42.72249136;
Williamsville Water Mill Complex;Erie;-78.7445817;42.96372259;
Paramount Theatre;Orange;-74.42091937;41.44429522;
Hart, Eleazer, House;Westchester;-73.84124733;40.94152053;
Old Dutch Church Parsonage (Julia Dillon Home);Ulster;-74.02074254;41.93093231;
Watervliet Shaker Historic District;Albany;-73.81951432;42.73814695;
Parks, George H., House;Warren;-73.65243122;43.31421366;
Albemarle-Kenmore Terraces Historic District;Kings;-73.95921479;40.64879043;
Becker Farmhouse;Schenectady;-74.26150766;42.75239653;
Maizefield;Dutchess;-73.88189128;41.997907;
Park Avenue/State Street Historic District;Monroe;-77.93616297;43.21307112;
St. Andrew's Episcopal Church;Putnam;-73.61675134;41.39760019;
Rock Island Light Station;Jefferson;-76.01671269;44.28029273;
Martin, Hendrick, House;Dutchess;-73.87549345;42.00487233;
Tallman???Budke & Vanderbilt???Budke???Traphagen Houses;Rockland;-73.987284;41.1164232;
City Hall Historic District;Monroe;-77.61374845;43.15474015;
Peale's Barber Farm Mastodon Exhumation Site;Orange;-74.21765733;41.52651301;
Van Cortlandt Manor;Westchester;-73.87535858;41.18914999;
Coverdale Cobblestone House;Livingston;-77.93220866;42.78471875;
Union Free School;Delaware;-74.99766141;42.08274847;
Calvary Methodist Episcopal Church;Albany;-73.79193267;42.66484349;
Pitcher Baptist Church and First Congregational Church of Pitcher;Chenango;-75.86174246;42.58113673;
Houghtaling, Peter, Farm, and Lime Kiln;Greene;-73.85410266;42.39386598;
Grace Memorial Union Chapel;Warren;-73.51037373;43.66971164;
United States Post Office-Boonville;Oneida;-75.33542981;43.4845156;
Rufus and Flora Bates House;Tompkins;-76.49244442;42.43829771;
O & W Railroad Station at Port Ben;Ulster;-74.3464823;41.75026199;
Ross-Hand Mansion;Rockland;-73.92291429;41.08662121;
United States Post Office-Ellenville;Ulster;-74.39300026;41.71753676;
First Unitarian Universalist Church of Niagara;Niagara;-79.05651954;43.09374318;
Bailey Hall;Tompkins;-76.48012042;42.44928912;
Ryan Cottage;Franklin;-74.15254598;44.31855911;
Anthony, Susan B., Childhood House;Washington;-73.42312115;43.11053949;
Lalino Stone Arch Bridge;Herkimer;-74.94476836;43.13729425;
Lake George Battlefield Park Historic District;Warren;-73.70580275;43.41603207;
John W. Jones Court;Chemung;-76.80595311;42.09599381;
Coulter Cottage;Essex;-74.12607607;44.3265709;
North Chatham Historic District;Columbia;-73.63091539;42.46912379;
Feuchtwanger Stable;Kings;-73.97247213;40.69282961;
Sidewalk Clock at 519 3rd Avenue, Manhattan;New York;-73.97763959;40.7461653;
Northrup-Gilbert House;Oswego;-76.29645184;43.22869316;
Bryant Hill Cemetery;Cattaraugus;-78.60176294;42.30544746;
Lansing Manor House;Schoharie;-74.46480165;42.4469958;
New York Central Terminal;Erie;-78.83116049;42.88860876;
St. John Kanty Roman Catholic Church Complex;Erie;-78.82058576;42.89535902;
East Hampton Village Historic District (Boundary Increase);Suffolk;-72.19565208;40.9510995;
Zion Episcopal Church and Harmony Cemetery;Otsego;-75.23125536;42.5491411;
Edwards, O. M., Building;Onondaga;-76.1582059;43.05666926;
Central Hall;Nassau;-73.64772317;40.84823668;
Lake Champlain Bridge;Essex;-73.42376263;44.03206043;
Young-Leach Cobblestone Farmhouse and Barn Complex;Yates;-76.93895558;42.63801406;
Old New York Evening Post Building;New York;-74.00952692;40.71205733;
Adam-Derby House;Nassau;-73.5345601;40.86710957;
The Niagara;Niagara;-79.06121524;43.08494799;
East Side Presbyterian Church;Monroe;-77.56947333;43.16546962;
First Presbyterian Church;Niagara;-79.06133779;43.08665637;
William Ferdon House;Rockland;-73.91861333;41.03447828;
Allen, Ethan, I.O.O.F. Lodge No. 630;Essex;-73.42489942;43.84859255;
Maloney House;Niagara;-78.70269753;43.17273195;
Schodack Landing Historic District;Rensselaer;-73.76828795;42.48424613;
Stickley, Gustav, House;Onondaga;-76.12145705;43.04471938;
Sackets Harbor Battlefield;Jefferson;-76.13573651;43.94382012;
Brick Presbyterian Church Complex;Monroe;-77.61639391;43.15756027;
North Mansion & Tenant House;Schenectady;-74.11421371;42.75304109;
Cold Spring Harbor Fire District Hook & Ladder Company Building;Suffolk;-73.4599646;40.86952282;
322 Albany Avenue;Ulster;-74.00355418;41.93727522;
Village Park Historic District (Boundary Increase #2);St. Lawrence;-75.16664192;44.59620101;
Schenectady Police Department;Schenectady;-73.94218981;42.81073285;
Cypress Hills National Cemetery;Kings;-73.88177393;40.68821757;
Bennett Hill Farm;Albany;-73.96171403;42.57114095;
Van Horn Mansion;Niagara;-78.71390153;43.31173476;
Rockefeller, Sr., John D., Estate;Westchester;-73.8432175;41.08995311;
Edgewater Farm;Essex;-73.38379473;44.40217618;
Abell Farmhouse and Barn;Madison;-75.82521183;42.90218642;
Emerson Place, Row at 33-61;Erie;-78.8605739;42.91296937;
Manhattan Bridge;Kings;-73.98995664;40.70601945;
Glen Historic District;Montgomery;-74.34222763;42.89448069;
Stockade Historic District;Schenectady;-73.94581296;42.81795896;
Hyde Park Firehouse (Eagle Engine Co.);Dutchess;-73.93642753;41.79108211;
United States Post Office-Warsaw;Wyoming;-78.13312718;42.73956235;
Pine Hill Historic District;Ulster;-74.48095693;42.13279075;
City & Suburban Homes Company's First Avenue Estate Historic Dist;New York;-73.95834375;40.7625893;
St. Andrew's Episcopal Church;New York;-73.94077224;40.80773282;
Willowmere;Nassau;-73.6462676;40.81527832;
Fernow Hall;Tompkins;-76.47519372;42.44845237;
Richardson-Bates House;Oswego;-76.50364602;43.45547285;
Palatine Bridge Freight House;Montgomery;-74.565457;42.91024706;
Kinne, David and Mary, House;Seneca;-76.84479909;42.68984994;
Sahler Stone House;Ulster;-74.1867609;41.81955075;
Bliss, L., House;Chautauqua;-79.58130883;42.31915222;
Zion Episcopal Church;Wayne;-77.23280218;43.06316788;
BEDDOE-ROSE CEMETERY/ESPERANZA CEMETERY;Yates;-77.13193993;42.5825043;
Collingwood Opera House and Office Building;Dutchess;-73.92877122;41.70307172;
Van Wyck-Wharton House;Dutchess;-73.88918892;41.52284919;
John Kam Malting Company;Erie;-78.89498028;42.94595243;
Nathan Comstock House;Niagara;-78.67954072;43.18871368;
H. G. Hotchkiss Essential Oil Company Plant;Wayne;-76.99629523;43.06276878;
Overackers Corners School;Yates;-77.27989749;42.73930004;
Central IND Substation;New York;-73.98065289;40.7622014;
Welsh Calvinistic Methodist Church;Oneida;-75.18381873;43.32635051;
South Main Street Historic District;Ontario;-77.40558223;42.61223853;
Cedar Island Lighthouse;Suffolk;-72.25928176;41.04098528;
Hickory Hill;Columbia;-73.81866097;42.09396051;
Castle Clinton National Monument;New York;-74.01679314;40.70346266;
Shady Brook Farms;Ulster;-73.97271946;41.59362967;
George T. Robinson House;Jefferson;-76.07084309;44.27068739;
Ziegler Residence;Onondaga;-76.13666621;43.06667584;
Germania Life Insurance Company Building;New York;-73.9885655;40.73659871;
Schenevus Carousel;Otsego;-74.82664559;42.54698803;
St. Monica's Church;Queens;-73.79830735;40.70195962;
Friedlander, Leo, Studio;Westchester;-73.80837321;41.04287535;
Fulton Ferry District;Kings;-73.99293572;40.70363032;
Delaware County Courthouse Square District;Delaware;-74.91655947;42.27784549;
Casa Italiana;New York;-73.96020757;40.80759767;
Gray, E.L., House;Franklin;-74.12739076;44.3266842;
Sage, Simeon, House;Monroe;-77.75659329;43.01928421;
Dunix;Greene;-74.14280411;42.34625628;
Roberson Mansion (Roberson Center for the Arts and Sciences);Broome;-75.91820409;42.09378791;
Cherry Hill;Albany;-73.76406652;42.6345858;
Howland Library;Dutchess;-73.96488073;41.50175038;
Galli-Curci Theatre;Delaware;-74.64826799;42.14890812;
Hooey Cottage;Franklin;-74.1268906;44.3281889;
Mann, Andrew, Inn;Otsego;-75.39128984;42.32115516;
Lisbon Railroad Depot;St. Lawrence;-75.31882401;44.7274099;
East 66th Street, building at 45;New York;-73.96780055;40.76804806;
Temple Society of Concord;Onondaga;-76.133416;43.04496892;
Ames Cottage;Franklin;-74.12753444;44.32478653;
Sperbeck, Martin & Andrew, House;Monroe;-77.4426053;43.09355995;
Hutchinson, Gen. Orrin, House;Onondaga;-76.21611785;42.99525683;
Shelp, John, Cobblestone House;Orleans;-78.46392431;43.15617552;
Wappingers Falls Historic District;Dutchess;-73.92143573;41.59789668;
Montgomery County Poor Farm;Montgomery;-74.49039827;42.90101067;
United States Post Office-Albion;Orleans;-78.19422808;43.24598904;
Middletown Plaza;Bronx;-73.82907083;40.8446388;
Chaumont Historic District;Jefferson;-76.13273439;44.0678187;
Poughkeepsie Almshouse and City Infirmary;Dutchess;-73.91220495;41.70103909;
Guilderland Cemetery Vault (Cobblestone);Albany;-73.98735733;42.71382533;
Flushing Armory;Queens;-73.82893475;40.76314902;
Gladden Windmill (Milks Windmill);Cattaraugus;-78.89539685;42.23538448;
Old Croton Aqueduct;Westchester;-73.87004723;41.05785868;
Hamilton Farmstead;Oswego;-76.23148722;43.47532156;
Cottage Farm;Cayuga;-76.70421597;43.31737247;
Cold Spring Harbor Beach Club;Suffolk;-73.47008129;40.87629108;
Fowler-Loomis House;Oswego;-76.22058765;43.45836831;
Parry, John E., House;Warren;-73.63586617;43.31089417;
Brooklyn Academy of Music;Kings;-73.97769895;40.68647104;
Building at 551--555 North Goodman Street;Monroe;-77.58279056;43.16415034;
Wilson, Warren, House;Jefferson;-76.27342675;44.13056961;
Hasbrouck, Jean, House;Ulster;-74.08840851;41.75086077;
Alton B. Parker House;Ulster;-73.9592767;41.82902669;
Heitz Place Courthouse;Nassau;-73.52075916;40.7688814;
United States Post Office-Northport;Suffolk;-73.34697737;40.90061576;
Windfall Dutch Barn;Montgomery;-74.7443358;42.85897669;
Le Roy Downtown Historic District;Genesee;-77.99393671;42.97769771;
Wilcox, W. G., House;Clinton;-73.44752167;44.7023005;
United States Post Office-Niagara Falls;Niagara;-79.05687478;43.09314675;
Forks in the Road Schoolhouse;Schoharie;-74.56294716;42.41191055;
Ormsby--Laughlin Textile Companies Mill;Saratoga;-73.68358354;42.78842013;
Wing-Northup House;Washington;-73.58740895;43.26904556;
The Reynolds House;Allegany;-77.79548904;42.25353608;
Rock Hall;Nassau;-73.73419318;40.60924085;
Kreiner Malting Elevator;Erie;-78.8515742;42.86981742;
Fairchild Mansion;Otsego;-75.05889235;42.4559131;
Parker 13-Sided Barn;Schoharie;-74.60473771;42.48129894;
Arthur, Chester A., House;New York;-73.98207416;40.74275587;
Garrison Landing Historic District;Putnam;-73.94736073;41.38316367;
Ironville Historic District;Essex;-73.53491258;43.92148868;
Clark House;Onondaga;-76.16949453;43.02237259;
First Presbyterian Church;Suffolk;-73.18808525;40.85687911;
St. Paul's Church;Tioga;-76.26483665;42.10284168;
Lattin-Crandall Octagon Barn;Schuyler;-76.76783485;42.31195912;
Castle Williams;New York;-74.01934176;40.6928327;
Hilton Avenue, Building at 53-55;Nassau;-73.63790238;40.72383106;
Osborne Apartments;New York;-73.98029104;40.7659501;
Corby Farm Complex;Livingston;-77.60661681;42.93152007;
Donaldson House;Franklin;-74.12755634;44.32581365;
Tefft-Steadman House;Onondaga;-76.33962385;42.98641458;
Dansville Downtown Historic District;Livingston;-77.6956431;42.56058581;
Central Trust Company Building;Monroe;-77.61170636;43.15491727;
Mabee House;Schenectady;-74.03160876;42.86506011;
Third Ward Historic District Boundary Amendment;Monroe;-77.61726466;43.1479603;
Senator William Cauldwell House;Suffolk;-72.37270461;40.99060364;
Gould-Guggenheim Estate;Nassau;-73.69565265;40.85991836;
Orleans County Courthouse Historic District;Orleans;-78.19305447;43.24575276;
Lispenard-Rodman-Davenport House;Westchester;-73.77106095;40.90076568;
Sharp Farmhouse;Albany;-73.98821811;42.73644522;
Winslow Chemical Laboratory;Rensselaer;-73.68446063;42.73096486;
Wells Baptist Church;Hamilton;-74.28720844;43.40054488;
Sonnenberg Gardens;Ontario;-77.27217529;42.89816821;
Greenwood Baptist Church;Kings;-73.98016076;40.66906953;
United States Post Office-Corning;Steuben;-77.05725263;42.14285795;
United States Post Office-Madison Square Station;New York;-73.98358574;40.73955748;
Glenwood Mausoleum and Cemetery;Tioga;-76.55159505;42.00952877;
West 67th Street Artists' Colony Historic District;New York;-73.97964131;40.77371422;
Robbins & Appleton Building;New York;-73.99476094;40.72666478;
Wilder Cemetery;Ontario;-77.39707362;42.7354416;
Reformed Dutch Church of Fishkill Landing;Dutchess;-73.98062045;41.50649316;
Second Baptist Church of Dover;Dutchess;-73.57856083;41.74097255;
Davenport Library;Steuben;-77.32392989;42.33306791;
Lott, Hendrick I., House;Kings;-73.93264651;40.61033765;
Prince Street, House at 203;New York;-74.00280695;40.72692759;
Loerzel Beer Hall;Ulster;-73.95064309;42.07494627;
Olbiston Flats;Oneida;-75.24678725;43.09338687;
Cornell-Manchester Farmstead;Rensselaer;-73.43550644;42.87412492;
Witherbee Memorial Hall;Essex;-73.52782395;44.0883316;
Mullany, Kate, House;Rensselaer;-73.68117086;42.73996732;
Old Post Office;Albany;-73.75035461;42.6489641;
Kenwood Avenue, House at 698;Albany;-73.862583;42.62848428;
House at 249 Main Street;Putnam;-73.94921567;41.42321564;
Bristol Center Methodist Episcopal Church;Ontario;-77.3910714;42.81122652;
Van Hoesen, Jan, House;Columbia;-73.75214901;42.25645038;
Sardinia Old Town Hall;Erie;-78.50875092;42.54949119;
Sunnyside Gardens Historic District;Queens;-73.91659521;40.74793326;
South Gilboa Railroad Station;Schoharie;-74.55911007;42.41061706;
Arcade and Attica Railroad;Wyoming;-78.40167914;42.60041327;
Crow Hill (Whiting, Charles, Residence);Columbia;-73.68926097;42.38942024;
Lehigh Valley Railroad Station;Monroe;-77.60803302;43.15311397;
Van Vredenberg Farm;Dutchess;-73.87843092;41.95286373;
The Oppenheim and St. Johnsville Union Society Church;Fulton;-74.71452398;43.0398081;
Sixth Street, Building at 106;Nassau;-73.63632201;40.72263449;
Kol Israel Synagogue;Kings;-73.95819271;40.67288504;
Baker Octagon Barn;Otsego;-75.01487122;42.82385291;
La Farge Land Office;Jefferson;-75.96738174;44.19315114;
Slabsides (Burroughs, John, Cabin);Ulster;-73.97367348;41.79757945;
Troy Public Library;Rensselaer;-73.69191817;42.72798531;
Powers Building;Monroe;-77.61319711;43.15593093;
Deer Hill;Orange;-74.01595108;41.42435822;
Church of Saint Mary the Virgin and Greeley Grove;Westchester;-73.77240778;41.1557533;
Strassburg Residence;Albany;-73.83417076;42.67922919;
Kensington Gardens Apartment Complex;Erie;-78.80018877;42.9410961;
Grace Church and Dependencies;New York;-73.99080374;40.73196959;
Riverside Cemetery;Oswego;-76.47584848;43.42354813;
Visco Meter Factory Building (Buerk Tool Factory Building);Erie;-78.88023073;42.94201138;
Trinity Methodist Episcopal Church and Rectory;Dutchess;-73.92495766;41.69840689;
Appellate Division Courthouse of New York State;New York;-73.98656472;40.74220019;
Loew's State Theater;Onondaga;-76.15293795;43.04733216;
Ambrose Lapham House;Wayne;-77.24084387;43.06048816;
Clark, Hulet, Farmstead;Orange;-74.54027194;41.35585607;
Willard, Dr. Sylvester, Mansion;Cayuga;-76.57535696;42.9278079;
St. George's Protestant Episcopal Church;Kings;-73.94778877;40.68631363;
New York State Soldiers' and Sailors' Home/Bath Veterans Administration Center Historic District;Steuben;-77.34841741;42.34613065;
Governor's Island;New York;-74.01638984;40.69051304;
Ancramdale Historic District;Columbia;-73.59144636;42.01796493;
Conesus Amusement Hall;Livingston;-77.67632937;42.71931665;
The Wayne and Waldorf Apartments;Erie;-78.8689998;42.90396164;
First Presbyterian Church;Genesee;-78.17905221;42.99639463;
First Baptist Church and Rectory;Westchester;-73.85846261;41.07448136;
Oval Wood Dish Factory;Franklin;-74.46813288;44.23626777;
Cooperstown Historic District (Boundary Increase);Otsego;-74.92856522;42.71334208;
Old Episcopal Manse;Greene;-74.43272278;42.31416873;
Delaware & Hudson Railroad Passenger Station;Warren;-73.70987042;43.41986215;
Keene Valley Country Club;Essex;-73.78531116;44.19118194;
Fort Crailo;Rensselaer;-73.74902309;42.63455074;
Holyoke Cottage;Oswego;-76.16501076;43.64531496;
